17.0,0.0,152.0,66.0,78.0,1.0,
50.0,0.0,95.0,159.0,7.0,1.0,
0.0,0.0,7.0,6.0,7.0,1.0,
114.0,0.0,85.0,194.0,131.0,0.0,
151.0,0.0,123.0,14.0,91.0,0.0,
186.0,0.0,33.0,92.0,190.0,0.0,
223.0,0.0,59.0,86.0,88.0,0.0,
247.0,0.0,145.0,33.0,115.0,1.0,
0.0,0.0,22.0,22.0,23.0,0.0,
302.0,0.0,192.0,97.0,151.0,1.0,
342.0,0.0,124.0,42.0,67.0,0.0,
372.0,0.0,75.0,23.0,80.0,0.0,
78.0,0.0,120.0,121.0,29.0,0.0,
93.0,0.0,167.0,161.0,35.0,1.0,
468.0,0.0,178.0,0.0,43.0,0.0,
100.0,0.0,85.0,131.0,194.0,1.0,
360.0,0.0,75.0,80.0,23.0,1.0,
518.0,0.0,113.0,4.0,18.0,0.0,
555.0,0.0,164.0,110.0,41.0,0.0,
579.0,0.0,139.0,167.0,117.0,0.0,
17.0,1.0,152.0,66.0,78.0,1.0,
50.0,1.0,95.0,159.0,7.0,1.0,
0.0,1.0,7.0,6.0,7.0,1.0,
114.0,1.0,85.0,194.0,131.0,0.0,
151.0,1.0,123.0,14.0,91.0,0.0,
186.0,1.0,33.0,92.0,190.0,0.0,
223.0,1.0,59.0,86.0,88.0,0.0,
247.0,1.0,145.0,33.0,115.0,1.0,
0.0,1.0,22.0,22.0,23.0,0.0,
302.0,1.0,192.0,97.0,151.0,1.0,
342.0,1.0,124.0,42.0,67.0,1.0,
372.0,1.0,75.0,23.0,80.0,0.0,
78.0,1.0,120.0,121.0,29.0,0.0,
93.0,1.0,167.0,161.0,35.0,1.0,
468.0,1.0,178.0,0.0,43.0,1.0,
100.0,1.0,85.0,131.0,194.0,0.0,
360.0,1.0,75.0,80.0,23.0,1.0,
518.0,1.0,113.0,4.0,18.0,0.0,
555.0,1.0,164.0,110.0,41.0,1.0,
579.0,1.0,139.0,167.0,117.0,0.0,
17.0,3.0,152.0,66.0,78.0,1.0,
50.0,3.0,95.0,159.0,7.0,1.0,
0.0,3.0,7.0,6.0,7.0,1.0,
114.0,3.0,85.0,194.0,131.0,0.0,
151.0,3.0,123.0,14.0,91.0,0.0,
186.0,3.0,33.0,92.0,190.0,0.0,
223.0,3.0,59.0,86.0,88.0,0.0,
247.0,3.0,145.0,33.0,115.0,1.0,
0.0,3.0,22.0,22.0,23.0,0.0,
302.0,3.0,192.0,97.0,151.0,1.0,
342.0,3.0,124.0,42.0,67.0,1.0,
372.0,3.0,75.0,23.0,80.0,0.0,
78.0,3.0,120.0,121.0,29.0,1.0,
93.0,3.0,167.0,161.0,35.0,1.0,
468.0,3.0,178.0,0.0,43.0,0.0,
100.0,3.0,85.0,131.0,194.0,1.0,
360.0,3.0,75.0,80.0,23.0,1.0,
518.0,3.0,113.0,4.0,18.0,0.0,
555.0,3.0,164.0,110.0,41.0,1.0,
579.0,3.0,139.0,167.0,117.0,0.0,
17.0,4.0,152.0,66.0,78.0,1.0,
50.0,4.0,95.0,159.0,7.0,1.0,
0.0,4.0,7.0,6.0,7.0,1.0,
114.0,4.0,85.0,194.0,131.0,0.0,
151.0,4.0,123.0,14.0,91.0,0.0,
186.0,4.0,33.0,92.0,190.0,0.0,
223.0,4.0,59.0,86.0,88.0,0.0,
247.0,4.0,145.0,33.0,115.0,0.0,
0.0,4.0,22.0,22.0,23.0,0.0,
302.0,4.0,192.0,97.0,151.0,1.0,
342.0,4.0,124.0,42.0,67.0,0.0,
372.0,4.0,75.0,23.0,80.0,0.0,
78.0,4.0,120.0,121.0,29.0,0.0,
93.0,4.0,167.0,161.0,35.0,1.0,
468.0,4.0,178.0,0.0,43.0,0.0,
100.0,4.0,85.0,131.0,194.0,1.0,
360.0,4.0,75.0,80.0,23.0,1.0,
518.0,4.0,113.0,4.0,18.0,0.0,
555.0,4.0,164.0,110.0,41.0,0.0,
579.0,4.0,139.0,167.0,117.0,0.0,
17.0,5.0,152.0,66.0,78.0,1.0,
50.0,5.0,95.0,159.0,7.0,1.0,
0.0,5.0,7.0,6.0,7.0,1.0,
114.0,5.0,85.0,194.0,131.0,1.0,
151.0,5.0,123.0,14.0,91.0,0.0,
186.0,5.0,33.0,92.0,190.0,1.0,
223.0,5.0,59.0,86.0,88.0,0.0,
247.0,5.0,145.0,33.0,115.0,1.0,
0.0,5.0,22.0,22.0,23.0,0.0,
302.0,5.0,192.0,97.0,151.0,1.0,
342.0,5.0,124.0,42.0,67.0,1.0,
372.0,5.0,75.0,23.0,80.0,0.0,
78.0,5.0,120.0,121.0,29.0,1.0,
93.0,5.0,167.0,161.0,35.0,1.0,
468.0,5.0,178.0,0.0,43.0,1.0,
100.0,5.0,85.0,131.0,194.0,0.0,
360.0,5.0,75.0,80.0,23.0,1.0,
518.0,5.0,113.0,4.0,18.0,0.0,
555.0,5.0,164.0,110.0,41.0,1.0,
579.0,5.0,139.0,167.0,117.0,1.0,
17.0,6.0,152.0,66.0,78.0,1.0,
50.0,6.0,95.0,159.0,7.0,0.0,
0.0,6.0,7.0,6.0,7.0,1.0,
114.0,6.0,85.0,194.0,131.0,0.0,
151.0,6.0,123.0,14.0,91.0,0.0,
186.0,6.0,33.0,92.0,190.0,1.0,
223.0,6.0,59.0,86.0,88.0,0.0,
247.0,6.0,145.0,33.0,115.0,0.0,
0.0,6.0,22.0,22.0,23.0,0.0,
302.0,6.0,192.0,97.0,151.0,1.0,
342.0,6.0,124.0,42.0,67.0,1.0,
372.0,6.0,75.0,23.0,80.0,1.0,
78.0,6.0,120.0,121.0,29.0,0.0,
93.0,6.0,167.0,161.0,35.0,1.0,
468.0,6.0,178.0,0.0,43.0,1.0,
100.0,6.0,85.0,131.0,194.0,1.0,
360.0,6.0,75.0,80.0,23.0,1.0,
518.0,6.0,113.0,4.0,18.0,0.0,
555.0,6.0,164.0,110.0,41.0,0.0,
579.0,6.0,139.0,167.0,117.0,1.0,
17.0,7.0,152.0,66.0,78.0,1.0,
50.0,7.0,95.0,159.0,7.0,1.0,
0.0,7.0,7.0,6.0,7.0,1.0,
114.0,7.0,85.0,194.0,131.0,0.0,
151.0,7.0,123.0,14.0,91.0,0.0,
186.0,7.0,33.0,92.0,190.0,1.0,
223.0,7.0,59.0,86.0,88.0,0.0,
247.0,7.0,145.0,33.0,115.0,1.0,
0.0,7.0,22.0,22.0,23.0,0.0,
302.0,7.0,192.0,97.0,151.0,0.0,
342.0,7.0,124.0,42.0,67.0,1.0,
372.0,7.0,75.0,23.0,80.0,0.0,
78.0,7.0,120.0,121.0,29.0,1.0,
93.0,7.0,167.0,161.0,35.0,1.0,
468.0,7.0,178.0,0.0,43.0,0.0,
100.0,7.0,85.0,131.0,194.0,0.0,
360.0,7.0,75.0,80.0,23.0,1.0,
